step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
132,TRANSFER,1340181.14,C1946766656,0.0,0.0,C784892583,1811584.83,3950017.3,0,0
330,PAYMENT,11124.94,C631805303,118589.09,107464.14,M719067115,0.0,0.0,0,0
376,PAYMENT,16006.24,C593856073,52259.0,36252.76,M2095511976,0.0,0.0,0,0
329,CASH_OUT,262043.44,C1753886646,122213.04,0.0,C2111396311,861199.26,1123242.7,0,0
133,CASH_IN,420889.17,C2050827020,5011.0,425900.17,C1808866632,0.0,6090.59,0,0
283,CASH_OUT,282512.67,C1432238934,0.0,0.0,C1929872059,321598.18,604110.85,0,0
354,CASH_IN,259620.2,C952925099,917085.28,1176705.48,C918072657,316944.48,57324.29,0,0
137,CASH_IN,125837.93,C5967914,6611412.54,6737250.46,C1718253157,977667.81,770490.07,0,0
304,CASH_OUT,43533.69,C925034085,28972.0,0.0,C1920791608,23338.53,66872.22,0,0
15,TRANSFER,153153.45,C1262065641,0.0,0.0,C876369005,246436.01,399589.45,0,0
133,CASH_OUT,451886.5,C638541147,565.0,0.0,C1933494000,724068.1,1175954.59,0,0
154,CASH_OUT,229434.0,C1921808379,0.0,0.0,C215128404,5196421.65,5425855.65,0,0
185,PAYMENT,19658.01,C1076639702,22577.0,2918.99,M2009050118,0.0,0.0,0,0
284,PAYMENT,1510.35,C990532394,11313.0,9802.65,M16421891,0.0,0.0,0,0
303,PAYMENT,3460.07,C433868436,22456.51,18996.44,M1473859447,0.0,0.0,0,0
136,PAYMENT,11653.03,C867516361,189503.92,177850.89,M368865529,0.0,0.0,0,0
406,CASH_OUT,130670.21,C138071095,0.0,0.0,C308868049,2380630.11,2511300.32,0,0
250,CASH_OUT,478678.6,C1850759330,239197.0,0.0,C598226637,13626.0,441418.85,0,0
211,PAYMENT,31636.35,C900515760,29539.75,0.0,M1154154286,0.0,0.0,0,0
191,CASH_OUT,141512.51,C1094631638,0.0,0.0,C1322540533,8440846.7,8582359.21,0,0
404,TRANSFER,6246.04,C1637882614,103649.0,97402.96,C137809882,143887.85,150133.89,0,0
355,TRANSFER,1270174.35,C1186704438,313156.0,0.0,C218667241,1894749.67,3164924.01,0,0
323,CASH_IN,13145.62,C1588227887,2297479.95,2310625.57,C1030410380,3204875.76,3191730.14,0,0
179,PAYMENT,2502.83,C445192265,0.0,0.0,M323827268,0.0,0.0,0,0
136,PAYMENT,20226.1,C1207338390,0.0,0.0,M435050072,0.0,0.0,0,0
377,CASH_IN,77894.1,C232321325,32489.0,110383.1,C1493508960,337397.16,259503.07,0,0
201,PAYMENT,859.26,C1342442443,7215.96,6356.7,M768501458,0.0,0.0,0,0
401,CASH_OUT,100232.01,C498379636,885068.0,784835.99,C1194492944,0.0,100232.01,0,0
186,CASH_OUT,14370.08,C776485422,21632.69,7262.6,C1966231852,999660.81,1014030.9,0,0
330,CASH_IN,273087.14,C858941475,4224736.91,4497824.06,C1722179504,1345910.13,1072822.98,0,0
165,TRANSFER,2355107.65,C473312778,0.0,0.0,C1920581720,6819589.4,9174697.05,0,0
305,TRANSFER,10000000.0,C100312489,178424.0,0.0,C1119250378,615478.04,18008028.46,0,0
132,PAYMENT,5336.83,C1771109193,0.0,0.0,M83233140,0.0,0.0,0,0
38,CASH_OUT,59133.39,C795808103,49535.0,0.0,C1627446436,0.0,59133.39,0,0
33,CASH_IN,86750.52,C1479230128,5797111.59,5883862.11,C1757847631,204627.8,117877.29,0,0
619,TRANSFER,1331335.94,C499397981,50602.64,0.0,C944883137,2099292.6,3430628.55,0,0
186,CASH_IN,133998.15,C1566863104,5291351.11,5425349.27,C1713137232,151857.01,17858.85,0,0
232,PAYMENT,8706.24,C1102492054,227.0,0.0,M718392119,0.0,0.0,0,0
566,PAYMENT,935.8,C1102667546,0.0,0.0,M1356646750,0.0,0.0,0,0
187,CASH_OUT,182425.11,C339497484,0.0,0.0,C1618517768,1199680.95,1679235.7,0,0
186,CASH_OUT,196214.75,C1186131434,0.0,0.0,C735879363,8265139.78,8461354.53,0,0
217,CASH_IN,375108.96,C2016088498,6203948.19,6579057.14,C126129101,10034541.2,9659432.24,0,0
18,PAYMENT,9144.62,C1257723241,247808.62,238664.0,M35103594,0.0,0.0,0,0
139,CASH_OUT,236996.09,C78808852,19900.0,0.0,C1789207739,241573.6,478569.69,0,0
11,CASH_IN,223747.84,C621168831,3344732.46,3568480.3,C79281017,2412145.27,2303397.84,0,0
394,CASH_OUT,382234.9,C21751920,107971.0,0.0,C27116682,388897.02,771131.93,0,0
236,TRANSFER,64318.93,C1426597558,0.0,0.0,C1609140488,207154.79,271473.71,0,0
469,CASH_IN,252741.26,C2030352322,590147.98,842889.24,C1938918692,1180113.12,927371.86,0,0
308,TRANSFER,2186770.3,C181808243,0.0,0.0,C483978841,2460963.65,6541008.95,0,0
12,CASH_IN,18900.76,C706804526,1915828.13,1934728.88,C1826178037,2490277.99,3328892.52,0,0
187,CASH_IN,127286.47,C1869530718,19347.0,146633.47,C327639464,3262062.13,3134775.66,0,0
204,CASH_OUT,226997.09,C2010746248,148.0,0.0,C822735078,0.0,226997.09,0,0
36,CASH_OUT,353968.62,C1788406366,51550.0,0.0,C1484254388,2021744.42,2375713.04,0,0
33,CASH_OUT,133716.47,C1539425887,0.0,0.0,C571148053,811458.85,945175.33,0,0
16,CASH_OUT,86683.51,C939685328,26083.0,0.0,C415487171,410991.56,497675.07,0,0
374,TRANSFER,392435.47,C783855960,29615.0,0.0,C1210129097,406419.76,798855.23,0,0
20,CASH_OUT,76424.28,C66134305,28114.13,0.0,C19624228,3626195.9,3613841.07,0,0
400,CASH_OUT,472471.73,C287985854,5064.0,0.0,C852186195,0.0,472471.73,0,0
323,PAYMENT,68574.67,C684250384,0.0,0.0,M1301425904,0.0,0.0,0,0
349,PAYMENT,52955.19,C1002218064,63576.0,10620.81,M38566015,0.0,0.0,0,0
399,PAYMENT,18584.03,C1900874487,0.0,0.0,M1527402025,0.0,0.0,0,0
305,CASH_OUT,293623.74,C1515795702,0.0,0.0,C1892891232,298631.47,592255.21,0,0
330,CASH_OUT,311183.3,C103040671,0.0,0.0,C473401059,2919094.7,3230278.0,0,0
207,PAYMENT,4756.09,C1137839041,176449.92,171693.84,M2102141106,0.0,0.0,0,0
43,CASH_IN,130703.37,C1652102657,1366.0,132069.37,C260576763,98493.52,0.0,0,0
345,PAYMENT,25078.56,C1359158981,587613.37,562534.81,M1855855648,0.0,0.0,0,0
251,CASH_IN,70578.64,C227566060,2647822.62,2718401.26,C320529643,78799.14,8220.5,0,0
260,CASH_IN,152857.39,C1658231383,13986417.13,14139274.52,C1354009358,884545.3,731687.91,0,0
34,CASH_OUT,185292.42,C144910223,0.0,0.0,C2044648434,612966.78,798259.2,0,0
354,CASH_OUT,138416.36,C1808682850,4475.0,0.0,C1563927147,0.0,138416.36,0,0
140,PAYMENT,676.37,C667028349,0.0,0.0,M782858427,0.0,0.0,0,0
156,PAYMENT,14728.63,C437071804,0.0,0.0,M516430202,0.0,0.0,0,0
12,PAYMENT,21897.12,C104928683,4527.0,0.0,M569746402,0.0,0.0,0,0
352,CASH_IN,68125.09,C1320912317,105839.0,173964.09,C831774064,222211.85,154086.75,0,0
9,CASH_OUT,111917.84,C185061819,71179.0,0.0,C247792898,0.0,111917.84,0,0
330,CASH_OUT,214522.42,C511358297,0.0,0.0,C526785838,4669460.08,4883982.5,0,0
394,CASH_OUT,63912.12,C982701154,0.0,0.0,C1453220748,402758.95,466671.07,0,0
9,PAYMENT,8536.73,C634224467,74242.78,65706.05,M1231290140,0.0,0.0,0,0
326,CASH_OUT,39839.89,C1175997647,113348.62,73508.73,C158190143,704315.45,744155.34,0,0
380,CASH_OUT,135239.27,C705492711,0.0,0.0,C62519696,333148.29,468387.56,0,0
383,PAYMENT,3014.3,C1845037236,0.0,0.0,M2119481818,0.0,0.0,0,0
351,CASH_IN,317584.27,C326513189,2552067.59,2869651.86,C664300895,22868494.99,22550910.72,0,0
252,CASH_IN,91462.89,C631678396,3011277.95,3102740.84,C1536656559,3926713.06,3835250.17,0,0
237,CASH_IN,97158.71,C969059572,21563.0,118721.71,C250443760,59280.07,0.0,0,0
234,CASH_IN,265411.02,C1022455249,38716.0,304127.02,C979567086,2758414.51,2493003.49,0,0
208,PAYMENT,6224.23,C1416207404,100381.0,94156.77,M717005860,0.0,0.0,0,0
355,CASH_OUT,258772.39,C278640775,0.0,0.0,C1660319910,1005995.59,1264767.98,0,0
346,PAYMENT,22973.98,C1385127291,113748.0,90774.02,M1078400471,0.0,0.0,0,0
372,PAYMENT,11615.95,C1708685414,49185.0,37569.05,M2138104417,0.0,0.0,0,0
15,TRANSFER,1269511.18,C1772043238,100169.0,0.0,C100568242,767446.25,2036957.44,0,0
188,CASH_IN,348625.0,C1603765625,11383.0,360008.0,C1414129884,826093.05,477468.05,0,0
563,PAYMENT,13252.27,C1871984710,50364.0,37111.73,M74635107,0.0,0.0,0,0
258,CASH_OUT,38517.0,C602071908,0.0,0.0,C1196413836,1841128.63,1879645.63,0,0
471,PAYMENT,9640.27,C568990755,0.0,0.0,M1459405704,0.0,0.0,0,0
347,CASH_OUT,369458.23,C835111987,0.0,0.0,C1279827158,2558814.94,2928273.17,0,0
17,CASH_IN,219047.97,C1495726852,5595.0,224642.97,C1551733815,864093.35,645045.38,0,0
21,CASH_IN,115820.72,C1497250524,5319618.67,5435439.39,C1761580683,889341.3,773520.59,0,0
159,TRANSFER,641704.64,C1476797238,0.0,0.0,C454652291,5673628.91,6315333.55,0,0
235,CASH_OUT,115271.88,C740863922,62326.0,0.0,C861721446,114000.53,229272.41,0,0
136,TRANSFER,530811.32,C387764169,0.0,0.0,C1151651413,3595043.71,4220393.11,0,0
42,CASH_IN,182435.48,C57739261,3739130.75,3921566.23,C856626818,267060.54,84625.05,0,0
38,PAYMENT,10890.54,C404950833,10032.0,0.0,M404641899,0.0,0.0,0,0
380,PAYMENT,12834.37,C1354492125,21327.0,8492.63,M1547348092,0.0,0.0,0,0
376,DEBIT,9903.32,C81205288,105241.0,95337.68,C1415876219,94070.12,103973.45,0,0
21,CASH_IN,207387.33,C2044755802,2183.0,209570.33,C1697904266,0.0,0.0,0,0
282,CASH_IN,307974.52,C131507985,854999.67,1162974.19,C667826864,374620.84,66646.32,0,0
306,CASH_OUT,163331.53,C863432264,557772.0,394440.47,C1224353455,722964.64,886296.17,0,0
355,CASH_IN,183421.45,C2122732609,3931377.61,4114799.05,C1407589372,1169391.59,985970.14,0,0
262,CASH_OUT,266228.9,C913017612,0.0,0.0,C1650406884,315447.18,581676.08,0,0
522,CASH_IN,479397.9,C945002859,52293.0,531690.9,C695384419,0.0,0.0,0,0
370,PAYMENT,923.88,C623165861,196253.0,195329.12,M180586919,0.0,0.0,0,0
495,TRANSFER,2803659.13,C835687376,8110.0,0.0,C77635419,4697749.39,7501408.52,0,0
203,TRANSFER,613052.49,C1058212571,29206.0,0.0,C1195734455,0.0,613052.49,0,0
11,CASH_IN,146104.38,C1565668578,28577804.76,28723909.15,C1876005159,346225.55,200121.16,0,0
131,CASH_IN,244009.88,C434880842,12528.0,256537.88,C2061473469,267245.48,23235.61,0,0
136,PAYMENT,20097.12,C1494418180,346709.43,326612.31,M2080718261,0.0,0.0,0,0
404,CASH_IN,148570.25,C1204211231,2312372.76,2460943.01,C780463138,166319.41,17749.17,0,0
324,PAYMENT,3807.13,C1720927811,431445.0,427637.87,M278489658,0.0,0.0,0,0
709,PAYMENT,32164.54,C1277883315,30214.0,0.0,M1046384980,0.0,0.0,0,0
469,TRANSFER,366976.73,C1180900258,0.0,0.0,C1329996187,551512.88,918489.62,0,0
161,PAYMENT,3371.07,C601679942,0.0,0.0,M1320122893,0.0,0.0,0,0
37,PAYMENT,74716.71,C1572138470,29.0,0.0,M1393025821,0.0,0.0,0,0
690,CASH_OUT,287445.42,C218772452,0.0,0.0,C1958602201,1464352.52,1751797.94,0,0
259,CASH_IN,105712.05,C1272332304,60708.66,166420.71,C2044105514,4005943.55,3900231.51,0,0
305,CASH_IN,252668.66,C447048396,409.0,253077.66,C1622768785,0.0,0.0,0,0
331,PAYMENT,14589.26,C1381323372,69009.0,54419.74,M952391562,0.0,0.0,0,0
235,CASH_IN,304341.79,C1743309634,5337095.76,5641437.55,C149298679,12143016.05,11838674.26,0,0
34,CASH_OUT,158012.83,C554667874,0.0,0.0,C2044013143,494744.31,298164.49,0,0
19,PAYMENT,11946.83,C1044177858,8504.0,0.0,M1156317361,0.0,0.0,0,0
183,CASH_OUT,244571.9,C869371771,48637.16,0.0,C1231955463,383336.96,627908.86,0,0
160,PAYMENT,997.93,C1905030128,20794.0,19796.07,M923870028,0.0,0.0,0,0
214,PAYMENT,6307.83,C30529032,69069.0,62761.17,M639970107,0.0,0.0,0,0
395,PAYMENT,3080.44,C1446389141,10108.0,7027.56,M561355115,0.0,0.0,0,0
347,CASH_IN,48379.49,C1585702748,8083986.45,8132365.95,C1888084977,208668.76,160289.27,0,0
22,PAYMENT,12062.53,C432353321,31331.0,19268.47,M291982565,0.0,0.0,0,0
403,PAYMENT,4512.98,C1423009277,436.0,0.0,M215636821,0.0,0.0,0,0
12,CASH_IN,68522.67,C200798386,1864449.9,1932972.57,C1672787330,224254.96,246738.5,0,0
283,CASH_IN,264336.68,C1150523300,2554808.16,2819144.85,C1853574156,3609183.92,3344847.23,0,0
329,PAYMENT,3631.46,C1176728306,64832.9,61201.44,M348064347,0.0,0.0,0,0
37,CASH_OUT,146820.88,C747355065,0.0,0.0,C1553247987,153933.2,300754.08,0,0
354,PAYMENT,29066.75,C319494310,0.0,0.0,M54193530,0.0,0.0,0,0
353,PAYMENT,9206.51,C242379675,422743.0,413536.49,M1329154360,0.0,0.0,0,0
39,CASH_OUT,697862.83,C719769102,67538.0,0.0,C1191989096,99130.54,1365618.1,0,0
255,PAYMENT,9294.14,C2117492280,0.0,0.0,M1471626179,0.0,0.0,0,0
255,CASH_OUT,64748.13,C1470401079,0.0,0.0,C1152833275,2368782.56,2469076.45,0,0
302,TRANSFER,697482.17,C821128416,83252.0,0.0,C1881885493,0.0,697482.17,0,0
378,CASH_OUT,239712.47,C1659452388,52390.0,0.0,C1433126239,0.0,239712.47,0,0
278,CASH_OUT,251641.81,C1121614698,557880.0,306238.19,C595521125,1076816.74,1328458.55,0,0
259,PAYMENT,215.22,C1664641931,0.0,0.0,M968627172,0.0,0.0,0,0
299,CASH_OUT,47911.35,C555664489,46243.0,0.0,C1717256939,1958014.69,2005926.04,0,0
331,CASH_IN,200964.27,C745294953,31605.0,232569.27,C599840130,285788.92,107705.36,0,0
225,CASH_OUT,69452.6,C420885940,0.0,0.0,C1341696204,114022.95,183475.54,0,0
308,CASH_OUT,129446.08,C32206057,0.0,0.0,C1408462830,633733.6,763179.67,0,0
130,CASH_OUT,137660.65,C1188908023,355790.0,218129.35,C1825851209,2977595.05,3115255.7,0,0
205,PAYMENT,19997.15,C980799364,0.0,0.0,M40832137,0.0,0.0,0,0
18,TRANSFER,392612.91,C1927821547,0.0,0.0,C646212512,5493854.29,6231202.92,0,0
43,TRANSFER,1159397.86,C952011414,0.0,0.0,C719047630,1416237.06,2575634.92,0,0
37,PAYMENT,17232.88,C795642400,81679.88,64447.0,M754520065,0.0,0.0,0,0
525,PAYMENT,8965.71,C21410839,0.0,0.0,M1637008808,0.0,0.0,0,0
16,CASH_OUT,314716.0,C1067749278,64473.0,0.0,C709299997,0.0,314716.0,0,0
162,CASH_OUT,243557.13,C983226496,0.0,0.0,C687289888,1173327.15,1416884.28,0,0
393,CASH_IN,539044.17,C1230022988,6831384.91,7370429.08,C1911213392,1416629.19,877585.03,0,0
156,CASH_OUT,634671.76,C2079578630,85224.0,0.0,C1865841394,235069.63,869741.39,0,0
354,PAYMENT,24483.64,C753003929,0.0,0.0,M1669712309,0.0,0.0,0,0
352,CASH_OUT,241848.83,C779915715,0.0,0.0,C1623655231,1016371.99,1258220.82,0,0
37,CASH_OUT,206699.07,C1122125415,49247.0,0.0,C376484154,159940.4,366639.47,0,0
335,PAYMENT,2950.17,C366925442,11304.0,8353.83,M2028640665,0.0,0.0,0,0
233,PAYMENT,5364.19,C2144196877,0.0,0.0,M1731368596,0.0,0.0,0,0
399,PAYMENT,5316.12,C2124103433,0.0,0.0,M841582322,0.0,0.0,0,0
191,CASH_OUT,160385.47,C1403489076,0.0,0.0,C1792762595,1401032.07,1561417.54,0,0
15,PAYMENT,4588.8,C1581301950,3675.0,0.0,M1681973464,0.0,0.0,0,0
203,CASH_OUT,171036.09,C1505706069,12222.0,0.0,C1320301371,0.0,171036.09,0,0
231,TRANSFER,768300.33,C1377776177,0.0,0.0,C1703164443,3777058.47,4545358.81,0,0
238,PAYMENT,4539.0,C1683997011,52562.0,48023.0,M155692030,0.0,0.0,0,0
19,PAYMENT,5505.33,C1595241950,297960.61,292455.28,M355432081,0.0,0.0,0,0
159,CASH_OUT,79304.05,C718749387,154564.0,75259.95,C1630882045,84136.07,163440.12,0,0
177,CASH_IN,251422.78,C410331280,215.0,251637.78,C774496999,273972.43,22549.65,0,0
133,CASH_OUT,159052.01,C1830059403,0.0,0.0,C266510709,609805.43,768857.44,0,0
18,CASH_OUT,118335.64,C1983505756,19.0,0.0,C1033681411,446869.37,594120.83,0,0
345,TRANSFER,625390.8,C1471019842,0.0,0.0,C686904438,2389451.83,3014842.62,0,0
302,CASH_IN,295823.21,C1401342464,97.0,295920.21,C768345495,0.0,0.0,0,0
283,PAYMENT,11677.88,C539864559,0.0,0.0,M1096745102,0.0,0.0,0,0
158,CASH_OUT,217444.6,C472040583,57775.17,0.0,C1758574197,1266030.94,1483475.55,0,0
331,PAYMENT,1350.21,C1532539607,0.0,0.0,M601800771,0.0,0.0,0,0
213,CASH_OUT,128159.48,C1560664638,0.0,0.0,C489906089,212939.09,341098.56,0,0
16,PAYMENT,935.52,C745441923,12320.0,11384.48,M1282479188,0.0,0.0,0,0
234,CASH_IN,98577.48,C182499568,498503.0,597080.48,C178474855,0.0,0.0,0,0
305,CASH_IN,324725.14,C1677252060,49824.0,374549.14,C1894196217,2151360.17,1826635.03,0,0
718,PAYMENT,1194.49,C1242058446,10890.0,9695.51,M1136908849,0.0,0.0,0,0
12,CASH_OUT,173730.95,C490558704,376532.32,202801.37,C1847626806,34618.47,246160.29,0,0
139,CASH_IN,221807.44,C2103867585,3101298.41,3323105.85,C207335351,2857163.41,2635355.97,0,0
157,CASH_OUT,61030.6,C467619030,497.0,0.0,C2063937037,1605695.81,1666726.41,0,0
326,CASH_IN,203612.92,C654274365,2333416.98,2537029.9,C150127789,792671.83,589058.91,0,0
346,CASH_IN,58832.6,C1968642610,10822453.6,10881286.19,C1627088230,244476.22,185643.62,0,0
688,CASH_IN,448561.52,C842551301,304734.0,753295.52,C259452817,0.0,0.0,0,0
1,CASH_IN,276772.02,C343128256,8285187.59,8561959.61,C1590550415,19445976.95,19169204.93,0,0
138,CASH_IN,90306.47,C1847590104,293056.0,383362.47,C1914951437,0.0,0.0,0,0
209,CASH_OUT,162922.44,C315842260,20433.0,0.0,C1013529305,348649.64,511572.08,0,0
19,TRANSFER,750020.22,C1895470556,0.0,0.0,C766118558,1771350.59,2521370.81,0,0
323,PAYMENT,2274.74,C1830839631,160.0,0.0,M787923895,0.0,0.0,0,0
166,CASH_OUT,171751.97,C930295977,0.0,0.0,C1073738319,745590.61,917342.57,0,0
349,PAYMENT,38451.12,C1950321652,35115.0,0.0,M1635296455,0.0,0.0,0,0
283,CASH_IN,302879.38,C203679506,1404258.84,1707138.22,C1223625810,1163957.94,861078.56,0,0
309,CASH_OUT,244398.39,C654644953,509629.61,265231.23,C725165546,441567.46,685965.85,0,0
303,CASH_OUT,114941.31,C503907518,23808.0,0.0,C844991655,3569622.89,3684564.2,0,0
140,CASH_OUT,78326.39,C1737950980,0.0,0.0,C514390120,300401.68,378728.07,0,0
284,PAYMENT,16105.15,C1707111751,0.0,0.0,M1966224304,0.0,0.0,0,0
306,CASH_OUT,64424.29,C1743169989,0.0,0.0,C1550934490,281104.71,345529.0,0,0
403,CASH_IN,1740.37,C1478222278,21312.0,23052.37,C1631937182,48387.65,46647.28,0,0
210,PAYMENT,8052.09,C1287419108,33256.0,25203.91,M1797480282,0.0,0.0,0,0
209,PAYMENT,6059.1,C1585957829,48102.0,42042.9,M1243354454,0.0,0.0,0,0
210,CASH_IN,21624.37,C351693951,72214.0,93838.37,C963646844,5051507.69,5029883.33,0,0
714,PAYMENT,4807.37,C215875243,36033.0,31225.63,M1574618674,0.0,0.0,0,0
277,CASH_IN,351086.29,C1770634304,3446316.69,3797402.98,C1588802142,1436156.71,1085070.42,0,0
41,CASH_OUT,99641.85,C1715711066,15895.0,0.0,C1711350924,6568117.91,6667759.76,0,0
250,PAYMENT,8880.21,C1455697505,0.0,0.0,M322024212,0.0,0.0,0,0
275,CASH_OUT,382170.35,C507442210,11350.0,0.0,C182239214,393354.48,775524.83,0,0
164,PAYMENT,1935.49,C1244921406,16020.0,14084.51,M1296376066,0.0,0.0,0,0
548,CASH_OUT,51438.84,C378797059,0.0,0.0,C1833299565,569591.16,621030.0,0,0
254,PAYMENT,1191.6,C981971985,41131.0,39939.4,M329604502,0.0,0.0,0,0
203,PAYMENT,5646.18,C1528460649,108819.5,103173.33,M1242162560,0.0,0.0,0,0
20,CASH_OUT,3863.14,C382478785,10061.0,6197.86,C667956784,49959.15,53822.28,0,0
617,CASH_OUT,57596.61,C389253614,96190.0,38593.39,C1878477671,65261.95,122858.56,0,0
21,CASH_IN,92276.16,C1666005904,5863.0,98139.16,C154122697,1062310.33,970034.17,0,0
330,PAYMENT,7182.79,C1396272335,11002.0,3819.21,M1138886002,0.0,0.0,0,0
355,PAYMENT,6470.12,C1082414117,15028.0,8557.88,M1603530158,0.0,0.0,0,0
321,CASH_IN,18060.46,C286289895,53171.0,71231.46,C407467845,0.0,0.0,0,0
226,PAYMENT,18323.25,C117055056,0.0,0.0,M786803997,0.0,0.0,0,0
397,CASH_IN,13777.0,C57151566,198500.12,212277.12,C719275374,385453.25,371676.25,0,0
300,PAYMENT,29100.05,C973026505,0.0,0.0,M2026522957,0.0,0.0,0,0
325,CASH_OUT,118541.78,C617191470,410.0,0.0,C1166795947,335662.61,454204.39,0,0
20,PAYMENT,6032.04,C163018542,31362.0,25329.96,M455577601,0.0,0.0,0,0
333,PAYMENT,5587.92,C1962854227,34975.0,29387.08,M1164474516,0.0,0.0,0,0
205,CASH_OUT,8313.89,C1738698163,0.0,0.0,C1051997565,668972.33,677286.22,0,0
207,TRANSFER,35585.16,C1076940673,0.0,0.0,C1639708058,4202087.75,4237672.9,0,0
169,DEBIT,367.92,C520441205,65506.0,65138.08,C2002356551,7633.82,8001.74,0,0
348,PAYMENT,730.98,C149315944,3428.0,2697.02,M157236506,0.0,0.0,0,0
326,CASH_IN,235342.74,C226866012,12281465.9,12516808.64,C1280392471,875172.03,639829.29,0,0
16,CASH_OUT,55298.01,C491180763,22212.0,0.0,C1703860364,13650.09,5529.18,0,0
311,PAYMENT,27134.88,C554592768,0.0,0.0,M141552620,0.0,0.0,0,0
355,CASH_IN,108640.81,C2144679823,977.0,109617.81,C567001533,1601311.95,1492671.14,0,0
331,CASH_IN,101542.36,C1518077153,39077.67,140620.03,C1882712196,1101161.93,999619.58,0,0
260,CASH_IN,88432.89,C1569750138,13705.0,102137.89,C795603786,648005.58,559572.69,0,0
540,CASH_OUT,67415.53,C457454050,0.0,0.0,C843841200,156370.45,223785.98,0,0
306,CASH_OUT,126391.36,C1879252293,11492.0,0.0,C1639997686,1268670.25,1395061.61,0,0
384,CASH_IN,211033.09,C2119557387,3942979.35,4154012.44,C429332816,236537.98,25504.88,0,0
565,CASH_OUT,228719.5,C1662327117,11296.0,0.0,C542333894,3166348.26,3395067.76,0,0
179,PAYMENT,17058.81,C139776019,0.0,0.0,M1981890856,0.0,0.0,0,0
154,CASH_OUT,424683.34,C1515338695,0.0,0.0,C1815409527,847494.47,1272177.81,0,0
211,PAYMENT,7209.96,C143737899,276375.4,269165.44,M171711767,0.0,0.0,0,0
274,CASH_IN,354385.96,C1721453270,9695191.51,10049577.47,C51304168,774752.55,420366.59,0,0
300,CASH_OUT,397693.92,C1165453527,35976.0,0.0,C1456746018,944619.83,1342313.75,0,0
17,PAYMENT,3230.08,C1799888746,32541.0,29310.92,M1724813808,0.0,0.0,0,0
9,PAYMENT,41890.47,C1593293489,73365.0,31474.53,M779769318,0.0,0.0,0,0
407,PAYMENT,1674.92,C1633659699,65528.0,63853.08,M341847032,0.0,0.0,0,0
505,CASH_IN,8820.6,C84718842,9954.0,18774.6,C406799952,0.0,0.0,0,0
44,TRANSFER,343705.0,C2145321807,1292.0,0.0,C1234736746,91950.62,435655.62,0,0
449,PAYMENT,13329.32,C1848292055,0.0,0.0,M1728875763,0.0,0.0,0,0
322,PAYMENT,17079.5,C1236190760,0.0,0.0,M1739248866,0.0,0.0,0,0
617,CASH_IN,163073.15,C1016945417,81940.0,245013.15,C1829415931,3021349.92,2858276.77,0,0
377,PAYMENT,489.17,C1077072539,0.0,0.0,M1532432868,0.0,0.0,0,0
131,CASH_IN,35770.17,C633422426,9366907.24,9402677.41,C782332962,1198439.2,1162669.03,0,0
140,PAYMENT,17405.55,C1352142625,0.0,0.0,M496238265,0.0,0.0,0,0
349,CASH_OUT,21146.34,C761801698,1311.0,0.0,C1510744961,1313536.18,1334682.51,0,0
17,CASH_IN,57802.61,C1048700557,148.0,57950.61,C1139443388,0.0,0.0,0,0
298,CASH_IN,274686.38,C457490394,46391.0,321077.38,C460267015,1265193.97,990507.6,0,0
305,CASH_IN,110183.22,C720961524,5031.0,115214.22,C254704299,438065.14,327881.93,0,0
207,PAYMENT,11480.68,C1258593366,0.0,0.0,M582639461,0.0,0.0,0,0
323,PAYMENT,25386.46,C1395891301,0.0,0.0,M131834315,0.0,0.0,0,0
18,CASH_OUT,245338.4,C957414796,20703.0,0.0,C387901692,238902.37,484240.78,0,0
324,TRANSFER,1264584.11,C1709655643,0.0,0.0,C2004715044,1418076.53,2682660.64,0,0
407,PAYMENT,1431.89,C797443196,39699.0,38267.11,M1116562593,0.0,0.0,0,0
226,CASH_OUT,135899.22,C173098899,1841.0,0.0,C668048643,451502.6,587401.82,0,0
10,CASH_OUT,48523.57,C593586991,1425.0,0.0,C1508569283,0.0,627613.11,0,0
355,PAYMENT,6536.49,C1560749693,24879.0,18342.51,M57260707,0.0,0.0,0,0
369,PAYMENT,21697.61,C460024805,420285.98,398588.37,M1344179450,0.0,0.0,0,0
306,CASH_OUT,263376.28,C416585744,5152.0,0.0,C758805308,0.0,263376.28,0,0
12,PAYMENT,16763.09,C204504728,0.0,0.0,M1357251366,0.0,0.0,0,0
20,CASH_IN,71809.84,C51972771,134061.0,205870.84,C791983174,0.0,0.0,0,0
395,PAYMENT,23158.53,C907824863,554962.91,531804.38,M20964194,0.0,0.0,0,0
12,PAYMENT,20554.96,C1642467043,90563.0,70008.04,M972329126,0.0,0.0,0,0
22,CASH_IN,219916.74,C1732321707,905254.2,1125170.94,C946868044,343220.03,123303.29,0,0
181,CASH_OUT,116828.64,C180738224,77981.0,0.0,C1098534052,599544.62,716373.25,0,0
408,CASH_IN,211336.97,C1339531570,14788817.69,15000154.66,C501739378,743691.87,532354.9,0,0
346,CASH_IN,120753.7,C289079466,11210.0,131963.7,C1066848767,0.0,0.0,0,0
13,PAYMENT,3751.97,C353135514,200055.63,196303.66,M460993825,0.0,0.0,0,0
255,CASH_IN,45986.99,C686065790,3806951.72,3852938.72,C530514787,236602.8,190615.8,0,0
